date,course_id,numero,score_modele,score_geneal,rang_modele,somme_top3_proba,seuil_vert_utilise,niveau_vert,top5,position_arrivee,est_gagnant,cible_place,categorie_particularite
2026-08-30,2026-08-30_DEAUVILLE_R1C1,12,-0.506036226228921,-0.506036226228921,7.0,0.495582,0.5848,NON_VERT,False,7.0,0,0,COURSE_A_CONDITIONS
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,1,0.05914521337937044,0.05914521337937044,3.0,0.498524,0.5848,NON_VERT,True,3.0,0,1,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,2,-0.007662406568964912,-0.007662406568964912,4.0,0.498524,0.5848,NON_VERT,True,5.0,0,0,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,3,-0.08709007263858368,-0.08709007263858368,5.0,0.498524,0.5848,NON_VERT,True,1.0,1,1,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,4,0.3218145051964762,0.3218145051964762,1.0,0.498524,0.5848,NON_VERT,True,7.0,0,0,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,5,0.19748674934269086,0.19748674934269086,2.0,0.498524,0.5848,NON_VERT,True,4.0,0,0,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,6,-0.6507005378353423,-0.6507005378353423,8.0,0.498524,0.5848,NON_VERT,False,6.0,0,0,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,7,-0.5109335191295916,-0.5109335191295916,7.0,0.498524,0.5848,NON_VERT,False,2.0,0,1,HANDICAP
2026-08-30,2026-08-30_BADEN-BADEN_R2C6,8,-0.4308144782475316,-0.4308144782475316,6.0,0.498524,0.5848,NON_VERT,False,8.0,0,0,HANDICAP
2026-08-30,2026-08-30_DEAUVILLE_R1C2,1,0.1980310074822896,0.1980310074822896,2.0,0.591555,0.5848,VERT,True,2.0,0,1,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C2,2,-0.291994163237192,-0.291994163237192,5.0,0.591555,0.5848,VERT,True,6.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C2,3,-0.34285599566522246,-0.34285599566522246,6.0,0.591555,0.5848,VERT,False,5.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C2,4,0.3049923480726234,0.3049923480726234,1.0,0.591555,0.5848,VERT,True,1.0,1,1,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C2,5,0.16049749908993224,0.16049749908993224,3.0,0.591555,0.5848,VERT,True,3.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C2,6,0.12443318288633716,0.12443318288633716,4.0,0.591555,0.5848,VERT,True,4.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,1,-0.31129440296821986,-0.31129440296821986,7.0,0.438154,0.5848,NON_VERT,False,1.0,1,1,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,2,0.43099271369948317,0.43099271369948317,1.0,0.438154,0.5848,NON_VERT,True,3.0,0,1,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,3,-0.5670319296072968,-0.5670319296072968,8.0,0.438154,0.5848,NON_VERT,False,8.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,4,-0.11300550338300916,-0.11300550338300916,6.0,0.438154,0.5848,NON_VERT,False,6.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,5,0.11543464702421911,0.11543464702421911,4.0,0.438154,0.5848,NON_VERT,True,9.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,6,0.30387626522409256,0.30387626522409256,2.0,0.438154,0.5848,NON_VERT,True,2.0,0,1,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,7,0.1351096032609927,0.1351096032609927,3.0,0.438154,0.5848,NON_VERT,True,10.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,9,-0.5751460080269676,-0.5751460080269676,9.0,0.438154,0.5848,NON_VERT,False,5.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,10,-0.07451924644191875,-0.07451924644191875,5.0,0.438154,0.5848,NON_VERT,True,7.0,0,0,GROUPE_III
2026-08-30,2026-08-30_BADEN-BADEN_R2C7,11,-0.987201114119983,-0.987201114119983,10.0,0.438154,0.5848,NON_VERT,False,4.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C3,1,0.039952306864372816,0.039952306864372816,6.0,0.332698,0.5848,NON_VERT,False,8.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,2,-0.39265785863379155,-0.39265785863379155,12.0,0.332698,0.5848,NON_VERT,False,13.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,3,0.11430660105163905,0.11430660105163905,5.0,0.332698,0.5848,NON_VERT,True,9.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,4,0.8544498715084472,0.8544498715084472,1.0,0.332698,0.5848,NON_VERT,True,1.0,1,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,5,-1.0481933199886515,-1.0481933199886515,15.0,0.332698,0.5848,NON_VERT,False,12.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,6,-0.07332428083635126,-0.07332428083635126,10.0,0.332698,0.5848,NON_VERT,False,15.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,7,-0.20526514564785073,-0.20526514564785073,11.0,0.332698,0.5848,NON_VERT,False,5.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,8,0.018820028748480766,0.018820028748480766,7.0,0.332698,0.5848,NON_VERT,False,3.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,9,0.16556306290515166,0.16556306290515166,3.0,0.332698,0.5848,NON_VERT,True,4.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,10,0.36808202346084445,0.36808202346084445,2.0,0.332698,0.5848,NON_VERT,True,14.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,11,0.1495808413794642,0.1495808413794642,4.0,0.332698,0.5848,NON_VERT,True,1.0,1,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,12,-0.008547198141948455,-0.008547198141948455,8.0,0.332698,0.5848,NON_VERT,False,7.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,13,-0.7303513098965647,-0.7303513098965647,13.0,0.332698,0.5848,NON_VERT,False,11.0,0,0,HANDICAP_DIVISE
